studentnummer;datum;antwoord;toelichting
100598;2026-04-06;1;Tentamens zijn goed gegaan
100598;2026-04-27;1;
100598;2026-05-04;2;Privé dingen spelen
100599;2026-03-16;2;
100599;2026-03-30;1;
100599;2026-04-06;1;
100599;2026-04-13;1;Lekker bezig deze week
100599;2026-04-27;1;Lekker bezig deze week
100599;2026-05-04;1;
100600;2026-03-02;2;
100600;2026-03-09;1;
100600;2026-03-30;2;
100600;2026-04-27;1;
100600;2026-05-04;1;
100601;2026-03-09;2;
100601;2026-03-16;1;Lekker bezig deze week
100602;2026-03-16;1;
100602;2026-04-13;1;Goed weekend gehad
100602;2026-04-27;2;
100603;2026-03-02;2;
100603;2026-03-09;1;Goed weekend gehad
100603;2026-03-23;2;Druk met stage
100603;2026-04-20;1;Lekker bezig deze week
100604;2026-03-09;3;Ik weet niet meer of ik dit wil
100604;2026-04-27;1;Het loopt
100604;2026-05-04;2;
100605;2026-04-06;1;
100605;2026-04-13;1;
100606;2026-03-02;1;
100606;2026-03-09;2;
100606;2026-03-30;2;
100606;2026-04-13;3;
100606;2026-04-20;1;
100606;2026-04-27;1;
100606;2026-05-04;1;
100607;2026-03-02;2;
100607;2026-04-06;1;
100607;2026-04-13;2;Toetsen stapelen op
100607;2026-04-20;2;
100607;2026-04-27;1;
100607;2026-05-04;1;
100608;2026-03-02;1;
100608;2026-04-20;2;Toetsen stapelen op
100609;2026-03-02;2;
100609;2026-03-09;1;
100609;2026-03-16;1;
100609;2026-03-30;1;
100609;2026-04-06;1;
100609;2026-04-13;1;Tentamens zijn goed gegaan
100609;2026-04-20;1;
100609;2026-05-04;3;Conflict met stagebegeleider
100610;2026-03-16;1;
100610;2026-03-23;1;
100610;2026-04-06;2;
100610;2026-05-04;2;
100611;2026-03-16;1;Goed weekend gehad
100611;2026-03-23;1;
100611;2026-04-20;1;
100611;2026-04-27;2;
100612;2026-03-09;1;Tentamens zijn goed gegaan
100612;2026-03-30;1;
100612;2026-04-06;1;Stage gaat lekker
100612;2026-04-13;1;
100612;2026-04-20;2;
100612;2026-05-04;1;Tentamens zijn goed gegaan
100613;2026-03-02;1;
100613;2026-03-09;1;
100613;2026-05-04;1;
100614;2026-04-06;1;
100614;2026-04-13;1;
100615;2026-04-06;1;
100615;2026-04-13;1;Goed weekend gehad
100615;2026-04-20;1;Stage gaat lekker
100616;2026-03-09;1;
100616;2026-03-23;1;
100616;2026-03-30;2;Moeite met plannen
100616;2026-04-06;1;Lekker bezig deze week
100616;2026-04-20;1;
100616;2026-04-27;1;
100617;2026-03-16;2;
100617;2026-03-23;1;Stage gaat lekker
100617;2026-03-30;1;Beetje beter
100617;2026-04-20;1;
100617;2026-04-27;1;Beetje beter
100618;2026-03-16;1;
100618;2026-03-23;1;
100618;2026-04-06;1;Tentamens zijn goed gegaan
100618;2026-04-20;2;
100618;2026-05-04;1;
100619;2026-03-02;2;Privé dingen spelen
100619;2026-03-09;1;
100619;2026-03-23;2;
100619;2026-04-13;2;
100619;2026-04-20;1;
100619;2026-04-27;2;
100619;2026-05-04;1;
100620;2026-03-02;1;Goed weekend gehad
100620;2026-03-09;1;
100620;2026-03-23;2;
100620;2026-03-30;1;Stage gaat lekker
100620;2026-04-06;1;
100620;2026-04-13;1;Tentamens zijn goed gegaan
100620;2026-04-20;1;Goed weekend gehad
100620;2026-04-27;2;Beetje stress
100620;2026-05-04;1;
100621;2026-03-02;1;
100621;2026-03-09;3;
100621;2026-03-30;1;
100621;2026-04-13;1;Stage gaat lekker
100621;2026-04-20;1;
100621;2026-04-27;2;
100621;2026-05-04;1;
100622;2026-03-02;2;
100622;2026-03-23;1;Stage gaat lekker
100622;2026-03-30;1;
100622;2026-04-13;1;
100622;2026-04-27;1;
100622;2026-05-04;1;Beetje beter
100623;2026-03-09;3;
100623;2026-03-30;2;Privé dingen spelen
100623;2026-04-27;1;
100623;2026-05-04;1;Goed weekend gehad
100624;2026-03-02;2;
100624;2026-03-09;1;
100624;2026-03-30;3;Geen zin meer in school
100624;2026-04-06;2;
100624;2026-04-20;3;
100625;2026-03-30;1;Het loopt
100625;2026-04-06;1;
100625;2026-04-13;1;
100625;2026-04-20;2;
100625;2026-04-27;1;
100626;2026-04-13;1;
100626;2026-04-27;1;
100627;2026-03-30;1;Tentamens zijn goed gegaan
100627;2026-04-06;2;Beetje stress
100627;2026-05-04;1;
100628;2026-03-02;1;
100628;2026-04-20;2;
100628;2026-04-27;1;Tentamens zijn goed gegaan
100629;2026-03-02;1;
100629;2026-03-16;1;
100629;2026-04-13;2;
100629;2026-04-20;1;Beetje beter
100629;2026-05-04;2;
100630;2026-03-02;1;
100630;2026-03-09;1;
100630;2026-03-16;1;
100630;2026-04-27;1;
100631;2026-03-02;1;
100631;2026-04-13;3;
100632;2026-03-16;2;Niet helemaal lekker
100632;2026-03-23;2;
100632;2026-03-30;1;
100632;2026-04-06;1;
100632;2026-05-04;1;
100633;2026-03-09;2;
100633;2026-03-16;2;
100633;2026-03-30;1;
100633;2026-04-13;3;
100633;2026-04-20;3;
100633;2026-05-04;2;Beetje stress
100634;2026-03-09;1;
100634;2026-03-16;2;
100634;2026-04-13;1;Lekker bezig deze week
100634;2026-05-04;1;
100635;2026-03-16;1;
100635;2026-04-06;1;
100635;2026-04-20;2;
100635;2026-04-27;1;
100635;2026-05-04;2;
100636;2026-03-16;2;
100636;2026-03-30;1;
100636;2026-04-06;1;
100636;2026-04-20;1;Beetje beter
100636;2026-04-27;1;
100637;2026-03-02;1;
100637;2026-03-09;1;
100637;2026-03-16;2;
100637;2026-03-23;1;
100637;2026-03-30;2;
100637;2026-04-06;1;Het loopt
100638;2026-03-16;1;Stage gaat lekker
100638;2026-03-23;2;
100638;2026-04-06;1;
100638;2026-04-13;1;Goed weekend gehad
100638;2026-04-27;1;
100638;2026-05-04;1;
100639;2026-03-02;1;
100639;2026-03-23;1;
100639;2026-03-30;1;
100640;2026-03-02;2;
100640;2026-03-09;2;Toetsen stapelen op
100640;2026-04-06;1;
100640;2026-04-13;2;
100640;2026-05-04;2;
100641;2026-03-16;1;
100641;2026-03-23;3;Stage loopt niet lekker
100641;2026-03-30;1;
100641;2026-04-20;1;
100641;2026-04-27;1;Het loopt
100641;2026-05-04;2;Druk met stage
100642;2026-03-02;1;Lekker bezig deze week
100642;2026-03-09;1;
100642;2026-03-16;1;
100642;2026-04-13;1;
100642;2026-04-27;1;
100642;2026-05-04;1;
100643;2026-03-23;1;
100644;2026-03-09;1;
100644;2026-03-16;2;
100644;2026-03-23;1;
100645;2026-03-23;1;
100645;2026-03-30;2;
100645;2026-04-13;1;Lekker bezig deze week
100646;2026-03-09;1;Tentamens zijn goed gegaan
100646;2026-03-16;2;Niet helemaal lekker
100646;2026-03-23;2;Moeite met plannen
100646;2026-03-30;1;
100646;2026-04-20;2;Beetje stress
100647;2026-03-02;2;
100647;2026-03-16;1;
100647;2026-03-23;1;
100647;2026-04-06;1;Tentamens zijn goed gegaan
100647;2026-04-27;1;
100647;2026-05-04;1;
100648;2026-03-02;2;
100648;2026-03-09;1;Tentamens zijn goed gegaan
100648;2026-04-13;2;Veel huiswerk deze week
100648;2026-04-27;1;
100648;2026-05-04;1;
100649;2026-03-09;1;
100649;2026-03-16;1;
100649;2026-03-30;1;
100649;2026-05-04;1;
100650;2026-03-02;2;Privé dingen spelen
100650;2026-03-30;2;Veel huiswerk deze week
100650;2026-04-13;1;
100650;2026-04-27;2;
100650;2026-05-04;2;Veel huiswerk deze week
100651;2026-03-02;3;
100651;2026-03-09;1;
100651;2026-03-16;1;
100651;2026-04-06;1;
100651;2026-04-20;1;
100651;2026-04-27;2;Beetje stress
100651;2026-05-04;1;
100652;2026-03-16;1;
100652;2026-04-20;3;Nog steeds moeilijk
100652;2026-04-27;1;
100653;2026-03-23;2;
100653;2026-04-27;1;
100653;2026-05-04;1;
100654;2026-03-09;1;Het loopt
100654;2026-03-16;1;
100654;2026-04-20;1;Beetje beter
100655;2026-03-09;1;Stage gaat lekker
100655;2026-03-16;2;
100655;2026-03-30;2;
100655;2026-04-13;2;
100655;2026-04-20;1;Het loopt
100655;2026-04-27;1;
100656;2026-03-02;1;Tentamens zijn goed gegaan
100656;2026-03-09;1;
100656;2026-03-23;1;
100656;2026-03-30;1;
100656;2026-04-06;3;
100656;2026-04-13;1;
100656;2026-04-27;1;Goed weekend gehad
100656;2026-05-04;1;
100657;2026-03-02;2;
100657;2026-03-23;1;
100657;2026-05-04;1;
100658;2026-03-09;1;
100658;2026-03-23;3;Nog steeds moeilijk
100658;2026-04-06;1;
100658;2026-04-13;3;
100658;2026-04-27;1;
100659;2026-03-02;2;
100659;2026-03-16;2;Beetje stress
100659;2026-04-27;1;
100660;2026-03-02;2;
100660;2026-04-06;1;
100661;2026-03-09;1;
100661;2026-03-30;1;
100661;2026-04-13;1;
100662;2026-03-02;1;
100662;2026-03-09;1;
100662;2026-03-23;1;Lekker bezig deze week
100662;2026-04-06;1;
100662;2026-04-13;2;Veel huiswerk deze week
100662;2026-04-27;1;
100662;2026-05-04;1;Lekker bezig deze week
100663;2026-03-23;1;
100664;2026-03-30;1;Het loopt
100664;2026-04-06;3;
100664;2026-05-04;1;
100665;2026-03-09;1;Het loopt
100665;2026-03-23;1;
100665;2026-04-27;3;Nog steeds moeilijk
100666;2026-03-16;1;Goed weekend gehad
100666;2026-03-23;1;
100666;2026-03-30;1;Lekker bezig deze week
100666;2026-04-20;1;
100666;2026-04-27;2;
100667;2026-03-16;1;
100667;2026-03-30;1;
100667;2026-04-20;1;
100668;2026-03-02;3;Stage loopt niet lekker
100668;2026-03-30;1;
100668;2026-04-13;1;Stage gaat lekker
100668;2026-04-27;2;
100668;2026-05-04;1;
100669;2026-03-16;2;Beetje stress
100669;2026-03-23;1;Stage gaat lekker
100669;2026-03-30;1;
100669;2026-04-06;1;Tentamens zijn goed gegaan
100669;2026-04-13;1;
100669;2026-04-20;1;
100669;2026-04-27;3;
100669;2026-05-04;1;
100670;2026-03-02;1;Beetje beter
100670;2026-03-09;2;
100670;2026-03-23;1;
100670;2026-04-06;1;
100670;2026-04-27;1;
100670;2026-05-04;1;
100671;2026-03-02;2;
100671;2026-03-09;2;
100671;2026-03-16;3;
100671;2026-04-13;2;Slechte nachtrust
100671;2026-04-20;2;
100671;2026-04-27;1;
100672;2026-03-02;2;
100672;2026-03-09;2;
100672;2026-03-16;1;
100672;2026-04-06;1;Tentamens zijn goed gegaan
100673;2026-03-02;1;Lekker bezig deze week
100673;2026-03-23;1;
100674;2026-03-09;2;
100674;2026-03-30;2;
100674;2026-04-06;2;
100674;2026-04-13;1;
100674;2026-04-20;1;
100674;2026-04-27;3;
100675;2026-03-23;1;Beetje beter
100675;2026-04-06;1;Stage gaat lekker
100675;2026-04-13;1;
100675;2026-04-20;2;
100675;2026-04-27;1;Het loopt
100675;2026-05-04;1;
100676;2026-03-02;1;
100676;2026-03-30;1;Beetje beter
100676;2026-05-04;1;
100677;2026-03-16;1;Stage gaat lekker
100677;2026-03-23;1;
100677;2026-03-30;2;
100677;2026-04-13;2;
100677;2026-04-20;1;Stage gaat lekker
100677;2026-05-04;1;
100678;2026-03-02;1;
100678;2026-03-16;2;Slechte nachtrust
100678;2026-03-23;2;Moeite met plannen
100678;2026-03-30;3;
100678;2026-04-06;3;
100678;2026-04-20;1;
100678;2026-04-27;1;Stage gaat lekker
100679;2026-03-09;1;Beetje beter
100679;2026-03-16;1;
100679;2026-03-23;2;
100679;2026-03-30;2;Privé dingen spelen
100679;2026-04-20;1;Goed weekend gehad
100679;2026-04-27;1;
100679;2026-05-04;2;
100680;2026-03-02;1;
100680;2026-03-09;1;Stage gaat lekker
100680;2026-04-06;2;
100680;2026-04-20;1;
100680;2026-04-27;2;Toetsen stapelen op
100681;2026-04-06;1;Stage gaat lekker
100681;2026-04-20;1;Lekker bezig deze week
100682;2026-03-30;1;
100682;2026-04-06;2;Niet helemaal lekker
100682;2026-04-13;1;Goed weekend gehad
100682;2026-04-27;1;Beetje beter
100682;2026-05-04;2;Slechte nachtrust
100683;2026-03-02;1;
100683;2026-03-30;2;Slechte nachtrust
100683;2026-04-13;1;
100683;2026-04-20;1;
100684;2026-03-23;2;
100684;2026-04-06;1;
100684;2026-04-27;1;
100684;2026-05-04;2;
100685;2026-04-13;1;
100685;2026-04-20;1;Goed weekend gehad
100686;2026-03-02;1;
100686;2026-03-09;2;
100686;2026-03-16;2;
100686;2026-03-23;3;Stage loopt niet lekker
100686;2026-03-30;1;
100687;2026-03-02;1;
100687;2026-03-09;1;Beetje beter
100687;2026-03-16;1;
100687;2026-03-30;1;Het loopt
100687;2026-04-20;2;
100687;2026-05-04;1;
100688;2026-03-02;1;
100688;2026-03-16;1;
100688;2026-03-23;3;
100688;2026-04-06;1;
100688;2026-05-04;1;
100689;2026-03-02;1;
100689;2026-04-06;1;
100689;2026-04-20;1;
100689;2026-04-27;1;
100690;2026-03-02;1;Beetje beter
100690;2026-03-09;2;Moeite met plannen
100690;2026-04-06;2;
100691;2026-03-16;1;Tentamens zijn goed gegaan
100691;2026-03-30;1;Goed weekend gehad
100691;2026-04-06;1;
100691;2026-04-13;1;Het loopt
100691;2026-04-27;1;
100692;2026-03-23;1;
100692;2026-04-06;1;
100693;2026-03-09;3;
100693;2026-03-16;2;
100693;2026-04-06;3;
100693;2026-04-13;3;
100694;2026-03-02;3;
100694;2026-03-09;1;
100694;2026-04-13;1;Goed weekend gehad
100694;2026-04-20;1;
100694;2026-04-27;1;
100694;2026-05-04;3;
100695;2026-03-09;1;
100695;2026-03-16;1;
100695;2026-03-30;1;
100695;2026-04-06;1;
100695;2026-04-13;1;
100695;2026-05-04;1;
100696;2026-03-02;3;Stage loopt niet lekker
100696;2026-03-09;1;
100696;2026-04-13;1;
100696;2026-04-20;1;
100697;2026-03-02;1;
100697;2026-03-09;1;
100697;2026-03-16;1;
100697;2026-04-06;1;
100697;2026-04-20;1;
100698;2026-03-02;1;
100698;2026-03-09;1;
100698;2026-03-30;2;
100698;2026-04-13;1;Tentamens zijn goed gegaan
100698;2026-05-04;2;
100699;2026-03-02;1;
100699;2026-03-16;1;
100699;2026-04-20;1;
100699;2026-04-27;1;
100699;2026-05-04;3;Ik weet niet meer of ik dit wil
100700;2026-03-30;2;
100700;2026-04-27;2;
100700;2026-05-04;2;
100701;2026-03-16;3;
100701;2026-04-13;3;Conflict met stagebegeleider
100701;2026-04-20;2;
100701;2026-04-27;3;Nog steeds moeilijk
100702;2026-04-13;1;
100702;2026-05-04;1;
100703;2026-03-16;1;
100703;2026-04-27;2;
100704;2026-03-02;3;
100704;2026-03-09;1;
100704;2026-03-16;1;
100704;2026-03-23;1;
100704;2026-03-30;1;
100705;2026-03-23;2;Beetje stress
100705;2026-04-13;2;
100705;2026-04-20;2;
100705;2026-05-04;1;
100706;2026-03-02;1;
100706;2026-03-09;1;Lekker bezig deze week
100706;2026-03-23;1;Het loopt
100706;2026-04-06;1;Tentamens zijn goed gegaan
100706;2026-04-13;1;Tentamens zijn goed gegaan
100706;2026-04-20;1;Tentamens zijn goed gegaan
100707;2026-03-02;1;Het loopt
100707;2026-03-09;1;Beetje beter
100707;2026-03-23;1;Stage gaat lekker
100707;2026-04-20;1;
100707;2026-05-04;3;
100708;2026-03-09;1;
100708;2026-03-16;3;
100708;2026-04-06;1;Het loopt
100708;2026-04-27;1;
100709;2026-03-02;1;
100709;2026-03-09;1;
100709;2026-03-16;1;
100709;2026-04-06;3;Conflict met stagebegeleider
100709;2026-04-27;1;
100709;2026-05-04;1;
100710;2026-03-02;2;Niet helemaal lekker
100710;2026-03-09;1;
100710;2026-03-16;1;Tentamens zijn goed gegaan
100710;2026-04-06;1;
100710;2026-04-20;2;
100710;2026-05-04;1;Lekker bezig deze week
100711;2026-03-09;1;Het loopt
100711;2026-03-16;1;
100711;2026-03-30;2;
100712;2026-03-16;1;
100712;2026-03-30;1;
100712;2026-04-06;1;Lekker bezig deze week
100713;2026-03-02;3;Echt te veel allemaal
100713;2026-03-09;1;Stage gaat lekker
100713;2026-03-16;3;Echt te veel allemaal
100713;2026-03-23;2;
100713;2026-04-27;3;
100714;2026-03-09;1;
100714;2026-03-23;1;
100714;2026-04-06;2;
100714;2026-04-20;1;Stage gaat lekker
100714;2026-05-04;1;Stage gaat lekker
100715;2026-03-09;1;
100715;2026-03-16;1;
100715;2026-03-23;1;
100715;2026-03-30;2;Slechte nachtrust
100715;2026-04-06;1;
100716;2026-03-23;1;Het loopt
100716;2026-04-27;1;Het loopt
100717;2026-03-02;1;
100717;2026-03-16;1;
100717;2026-03-23;1;Lekker bezig deze week
100717;2026-03-30;1;Het loopt
100717;2026-05-04;1;
100718;2026-03-02;1;Lekker bezig deze week
100718;2026-03-23;2;
100718;2026-03-30;1;
100718;2026-05-04;1;
100719;2026-03-02;1;
100719;2026-03-16;3;
100719;2026-03-23;2;
100719;2026-03-30;1;
100719;2026-04-20;1;
100719;2026-04-27;1;
100719;2026-05-04;1;Stage gaat lekker
100720;2026-04-13;1;
100720;2026-04-20;1;Beetje beter
100720;2026-05-04;1;
100721;2026-03-30;2;Beetje stress
100721;2026-04-06;2;
100721;2026-04-13;1;
100721;2026-04-27;1;
100721;2026-05-04;1;
100722;2026-03-02;1;
100722;2026-03-09;1;
100722;2026-03-16;2;Veel huiswerk deze week
100722;2026-03-23;1;
100722;2026-04-20;2;
100722;2026-05-04;1;
100723;2026-03-02;1;Het loopt
100723;2026-03-23;1;
100723;2026-03-30;2;
100723;2026-04-20;3;
100723;2026-04-27;1;Stage gaat lekker
100723;2026-05-04;1;
100724;2026-03-02;1;Het loopt
100724;2026-03-09;1;Het loopt
100724;2026-03-16;1;
100724;2026-03-23;1;
100724;2026-03-30;1;
100724;2026-04-06;1;
100724;2026-04-13;1;
100724;2026-04-20;2;
100725;2026-03-02;2;Slechte nachtrust
100725;2026-03-30;1;Beetje beter
100725;2026-04-13;2;Druk met stage
100725;2026-04-20;2;
100725;2026-04-27;1;Tentamens zijn goed gegaan
100725;2026-05-04;1;Goed weekend gehad
100726;2026-03-09;1;
100726;2026-04-27;2;
100726;2026-05-04;1;
100727;2026-03-09;1;
100727;2026-03-16;1;
100727;2026-03-30;1;
100727;2026-04-20;1;Tentamens zijn goed gegaan
100727;2026-04-27;1;Goed weekend gehad
100728;2026-03-09;1;Stage gaat lekker
100728;2026-03-23;1;
100728;2026-04-06;1;
100728;2026-04-20;1;
100729;2026-03-09;1;Beetje beter
100729;2026-04-06;1;Lekker bezig deze week
100729;2026-04-13;1;
100729;2026-04-20;2;
100729;2026-04-27;1;
100729;2026-05-04;1;Het loopt
100730;2026-03-02;1;
100730;2026-03-09;1;
100730;2026-03-16;2;
100730;2026-03-30;1;
100730;2026-04-13;1;
100731;2026-03-02;1;
100731;2026-04-13;1;
100731;2026-05-04;1;
100732;2026-03-02;1;Het loopt
100732;2026-03-23;1;Tentamens zijn goed gegaan
100732;2026-04-06;1;
100732;2026-04-20;1;
100733;2026-03-02;3;
100733;2026-03-16;1;
100733;2026-03-23;1;
100733;2026-04-06;1;
100733;2026-04-13;1;
100734;2026-03-16;1;
100734;2026-04-06;1;
100735;2026-03-02;1;
100735;2026-03-16;1;Goed weekend gehad
100735;2026-03-23;1;
100735;2026-03-30;1;
100735;2026-05-04;1;
100736;2026-03-09;2;
100736;2026-03-16;3;
100736;2026-03-23;1;Goed weekend gehad
100736;2026-03-30;1;
100736;2026-04-06;2;
100736;2026-04-20;1;Goed weekend gehad
100737;2026-03-02;1;Het loopt
100737;2026-03-30;1;Stage gaat lekker
100737;2026-04-06;1;
100737;2026-04-27;1;Het loopt
100737;2026-05-04;1;Tentamens zijn goed gegaan
100738;2026-03-02;1;Lekker bezig deze week
100738;2026-03-23;1;Tentamens zijn goed gegaan
100738;2026-04-20;3;
100739;2026-03-09;1;
100739;2026-03-16;1;
100739;2026-04-06;1;
100739;2026-04-20;1;
100739;2026-05-04;1;
100740;2026-03-02;1;
100740;2026-03-16;1;
100740;2026-04-27;1;Beetje beter
100740;2026-05-04;1;
100741;2026-03-02;1;
100741;2026-03-09;1;
100741;2026-03-23;1;
100741;2026-04-06;1;
100741;2026-04-13;1;
100741;2026-04-27;1;
100742;2026-03-16;1;Stage gaat lekker
100742;2026-04-20;3;Ik weet niet meer of ik dit wil
100742;2026-05-04;2;Toetsen stapelen op
100743;2026-03-16;1;
100743;2026-03-23;1;
100743;2026-04-20;1;
100744;2026-03-09;1;Beetje beter
100744;2026-03-16;1;
100744;2026-03-23;2;Druk met stage
100744;2026-03-30;1;
100744;2026-05-04;1;
100745;2026-03-02;1;
100745;2026-03-16;1;
100745;2026-03-30;1;Goed weekend gehad
100745;2026-04-13;2;Slechte nachtrust
100745;2026-04-27;2;Slechte nachtrust
100745;2026-05-04;1;
100746;2026-03-23;1;
100746;2026-03-30;1;
100746;2026-04-13;3;Nog steeds moeilijk
100747;2026-03-16;1;
100747;2026-04-06;2;
100747;2026-04-20;1;
100747;2026-05-04;1;Lekker bezig deze week
100748;2026-03-30;1;
100748;2026-04-27;2;
100749;2026-03-02;1;Stage gaat lekker
100749;2026-03-30;1;Lekker bezig deze week
100750;2026-03-02;2;Privé dingen spelen
100750;2026-03-09;2;
100750;2026-03-16;2;
100750;2026-03-23;2;
100751;2026-04-06;1;
100751;2026-04-20;1;
100751;2026-04-27;2;
100751;2026-05-04;1;
100752;2026-03-02;1;
100752;2026-03-09;1;
100752;2026-03-23;1;
100752;2026-04-20;2;Veel huiswerk deze week
100753;2026-03-02;2;
100753;2026-03-09;1;
100753;2026-03-30;2;
100753;2026-04-13;2;Privé dingen spelen
100753;2026-04-20;1;
100753;2026-04-27;1;
100754;2026-03-09;3;Geen zin meer in school
100754;2026-03-30;2;Moeite met plannen
100754;2026-04-13;2;
100754;2026-05-04;1;
100755;2026-03-23;1;
100755;2026-04-06;1;
100755;2026-04-20;1;
100755;2026-04-27;3;
100755;2026-05-04;1;
100756;2026-03-23;1;
100756;2026-04-06;2;
100756;2026-04-13;1;
100757;2026-03-02;2;Niet helemaal lekker
100757;2026-04-20;2;
100757;2026-05-04;1;Beetje beter
100758;2026-03-02;1;
100758;2026-03-16;1;
100758;2026-03-23;1;
100758;2026-04-06;3;
100758;2026-04-13;1;Beetje beter
100758;2026-04-20;2;Moeite met plannen
100758;2026-04-27;1;
100758;2026-05-04;1;Het loopt
100759;2026-03-09;1;Goed weekend gehad
100759;2026-03-16;1;Goed weekend gehad
100759;2026-03-23;1;
100759;2026-03-30;1;Goed weekend gehad
100759;2026-04-06;1;
100759;2026-04-27;1;
100760;2026-03-23;2;
100761;2026-03-16;1;
100761;2026-04-13;2;
100761;2026-04-27;1;
100762;2026-03-16;1;
100762;2026-03-30;2;
100762;2026-04-13;1;
100762;2026-04-20;1;
100763;2026-03-16;1;
100763;2026-03-30;1;Het loopt
100763;2026-04-06;2;
100763;2026-05-04;2;Moeite met plannen
100764;2026-03-30;3;Geen zin meer in school
100764;2026-04-13;1;Tentamens zijn goed gegaan
100764;2026-05-04;1;
100765;2026-03-23;2;
100765;2026-04-20;1;
100766;2026-03-16;1;
100766;2026-04-06;1;
100766;2026-04-13;3;
100766;2026-05-04;2;
100767;2026-03-09;1;
100767;2026-03-16;2;
100767;2026-04-13;1;
100767;2026-04-20;1;Het loopt
100768;2026-03-02;1;Tentamens zijn goed gegaan
100768;2026-03-16;1;
100769;2026-03-02;1;Stage gaat lekker
100769;2026-03-16;1;
100769;2026-04-13;1;Beetje beter
100769;2026-04-20;1;
100769;2026-05-04;1;
100770;2026-03-30;1;
100770;2026-04-13;1;
100770;2026-04-27;1;
100770;2026-05-04;2;
100771;2026-03-23;1;
100771;2026-04-06;1;Tentamens zijn goed gegaan
100771;2026-04-27;2;
100772;2026-03-02;1;
100772;2026-03-09;1;
100772;2026-03-23;1;
100772;2026-04-13;1;
100772;2026-04-20;1;
100772;2026-04-27;1;
100772;2026-05-04;1;
100773;2026-03-02;1;
100773;2026-03-16;1;
100773;2026-03-23;1;
100773;2026-04-13;1;
100773;2026-04-27;1;Lekker bezig deze week
100774;2026-03-09;3;Veel privé gedoe
100774;2026-03-16;1;
100774;2026-04-13;1;Goed weekend gehad
100774;2026-04-20;1;Tentamens zijn goed gegaan
100774;2026-05-04;1;
100775;2026-03-09;3;
100775;2026-03-16;2;Toetsen stapelen op
100775;2026-03-23;3;Conflict met stagebegeleider
100775;2026-03-30;2;
100775;2026-04-20;2;
100775;2026-04-27;3;
100776;2026-03-02;1;
100776;2026-03-30;2;Toetsen stapelen op
100776;2026-04-06;2;
100776;2026-04-20;3;
100777;2026-03-02;1;Het loopt
100777;2026-03-09;2;
100777;2026-03-16;2;Veel huiswerk deze week
100777;2026-03-30;1;
100777;2026-04-13;1;
100777;2026-05-04;1;
100778;2026-03-16;1;
100778;2026-03-30;1;
100778;2026-04-06;1;
100778;2026-05-04;2;
100779;2026-03-16;1;
100779;2026-03-23;2;
100779;2026-03-30;1;
100779;2026-05-04;1;
100780;2026-03-30;1;Het loopt
100780;2026-04-13;1;
100780;2026-05-04;1;Beetje beter
100781;2026-03-02;1;
100781;2026-03-23;1;
100781;2026-04-06;1;
100781;2026-04-20;1;Stage gaat lekker
100781;2026-05-04;1;
100782;2026-04-13;1;
100782;2026-04-20;2;
100783;2026-04-13;1;Goed weekend gehad
100783;2026-05-04;1;Goed weekend gehad
100784;2026-04-27;1;
100785;2026-03-16;2;Druk met stage
100785;2026-04-13;1;
100785;2026-04-20;1;Het loopt
100786;2026-03-09;1;
100786;2026-04-06;1;
100786;2026-04-20;2;Veel huiswerk deze week
100787;2026-03-02;1;
100787;2026-03-16;3;
100787;2026-03-23;2;
100787;2026-04-27;1;
100787;2026-05-04;1;Beetje beter
100788;2026-04-06;1;
100788;2026-04-13;1;Beetje beter
100788;2026-04-27;1;
100789;2026-03-02;1;
100789;2026-04-20;1;Tentamens zijn goed gegaan
100789;2026-05-04;1;
100790;2026-03-16;1;
100790;2026-04-06;1;
100790;2026-04-13;1;
100790;2026-05-04;1;Stage gaat lekker
100791;2026-03-09;1;
100791;2026-03-30;1;Beetje beter
100791;2026-04-27;1;
100792;2026-03-02;1;Tentamens zijn goed gegaan
100792;2026-03-09;1;
100792;2026-03-30;2;Druk met stage
100792;2026-04-20;1;
100792;2026-05-04;1;
100793;2026-03-23;1;
100793;2026-03-30;1;Goed weekend gehad
100793;2026-04-13;1;
100793;2026-05-04;1;
100794;2026-03-02;1;
100794;2026-03-09;2;
100794;2026-03-16;1;
100794;2026-03-23;1;
100794;2026-04-13;1;
100794;2026-04-20;1;
100794;2026-04-27;2;Druk met stage
100795;2026-03-02;1;
100795;2026-03-09;1;
100795;2026-03-16;1;Het loopt
100795;2026-04-06;2;
100795;2026-04-20;2;
100796;2026-03-02;1;Lekker bezig deze week
100796;2026-03-16;1;Goed weekend gehad
100796;2026-03-23;1;
100796;2026-04-06;1;Het loopt
100796;2026-04-13;3;
100796;2026-05-04;1;
100797;2026-03-02;2;
100797;2026-03-16;1;
100797;2026-03-30;1;Lekker bezig deze week
100797;2026-04-06;1;
100797;2026-04-13;2;
100797;2026-04-20;1;
100798;2026-03-09;1;
100798;2026-03-30;1;Beetje beter
100798;2026-04-13;2;Niet helemaal lekker
100798;2026-04-20;1;Het loopt
100798;2026-05-04;1;
100799;2026-03-02;1;
100799;2026-03-09;1;Beetje beter
100799;2026-03-16;1;Tentamens zijn goed gegaan
100799;2026-04-20;1;
100799;2026-04-27;1;
100800;2026-03-02;1;
100800;2026-03-23;1;Stage gaat lekker
100800;2026-03-30;1;Het loopt
100800;2026-04-13;3;
100800;2026-05-04;1;Beetje beter
100801;2026-03-23;2;
100801;2026-04-27;1;
100802;2026-03-02;1;
